sno,name,label
1,1/mask/2_Mu_NT_HW_g_E_2_85/0 ,1
2,1/mask/2_Mu_NT_HW_g_E_2_85/1 ,1
3,1/mask/2_Mu_NT_HW_g_E_2_85/2 ,1
4,1/mask/2_Mu_NT_HW_g_E_2_85/3 ,1
5,1/mask/2_Mu_NT_HW_g_E_2_85/4 ,1
6,1/mask/2_Mu_NT_HW_g_E_2_85/5 ,1
7,1/mask/2_Mu_NT_HW_g_E_2_85/6 ,1
8,1/mask/2_Mu_NT_HW_g_E_2_85/7 ,1
9,1/mask/2_Mu_NT_HW_g_E_2_85/8 ,1
10,1/mask/2_Mu_NT_HW_g_E_2_85/9 ,1
11,1/mask/2_Mu_NT_HW_g_E_2_85/10 ,1
12,1/mask/2_Mu_NT_HW_g_E_2_85/11 ,1
13,1/mask/2_Mu_NT_HW_g_E_2_85/12 ,1
14,1/mask/2_Mu_NT_HW_g_E_2_85/13 ,1
15,1/mask/2_Mu_NT_HW_g_E_2_85/14 ,1
16,1/mask/2_Mu_NT_HW_g_E_2_85/15 ,1
17,1/mask/2_Mu_NT_HW_g_E_2_85/16 ,1
18,1/mask/2_Mu_NT_HW_g_E_2_85/17 ,1
19,1/mask/2_Mu_NT_HW_g_E_2_85/18 ,1
20,1/mask/2_Mu_NT_HW_g_E_2_85/19 ,1
21,1/mask/2_Mu_NT_HW_g_E_2_85/20 ,1
22,1/mask/2_Mu_NT_HW_g_E_2_85/21 ,1
23,1/mask/2_Mu_NT_HW_g_E_2_85/22 ,1
24,1/mask/2_Mu_NT_HW_g_E_2_85/23 ,1
25,1/mask/2_Mu_NT_HW_g_E_2_85/24 ,1
26,1/mask/2_Mu_NT_HW_g_E_2_85/25 ,1
27,1/mask/2_Mu_NT_HW_g_E_2_85/26 ,1
28,1/mask/2_Mu_NT_HW_g_E_2_85/27 ,1
29,1/mask/2_Mu_NT_HW_g_E_2_85/28 ,1
30,1/mask/2_Mu_NT_HW_g_E_2_85/29 ,1
31,1/mask/2_Mu_NT_HW_g_E_2_85/30 ,1
32,1/mask/2_Mu_NT_HW_g_E_2_85/31 ,1
33,1/mask/2_Mu_NT_HW_g_E_2_85/32 ,1
34,1/mask/2_Mu_NT_HW_g_E_2_85/33 ,1
35,1/mask/2_Mu_NT_HW_g_E_2_85/34 ,1
36,1/mask/2_Mu_NT_HW_g_E_2_85/35 ,1
37,1/mask/2_Mu_NT_HW_g_E_2_85/36 ,1
38,1/mask/2_Mu_NT_HW_g_E_2_85/37 ,1
39,1/mask/2_Mu_NT_HW_g_E_2_85/38 ,1
40,1/mask/2_Mu_NT_HW_g_E_2_85/39 ,1
41,1/mask/2_Mu_NT_HW_g_E_2_85/40 ,1
42,1/mask/2_Mu_NT_HW_g_E_2_85/41 ,1
43,1/mask/2_Mu_NT_HW_g_E_2_85/42 ,1
44,1/mask/2_Mu_NT_HW_g_E_2_85/43 ,1
45,1/mask/2_Mu_NT_HW_g_E_2_85/44 ,1
46,1/mask/2_Mu_NT_HW_g_E_2_85/45 ,1
47,1/mask/2_Mu_NT_HW_g_E_2_85/46 ,1
48,1/mask/2_Mu_NT_HW_g_E_2_85/47 ,1
49,1/mask/2_Mu_NT_HW_g_E_2_85/48 ,1
50,1/mask/2_Mu_NT_HW_g_E_2_85/49 ,1
51,1/mask/2_Mu_NT_HW_g_E_2_86/0 ,1
52,1/mask/2_Mu_NT_HW_g_E_2_86/1 ,1
53,1/mask/2_Mu_NT_HW_g_E_2_86/2 ,1
54,1/mask/2_Mu_NT_HW_g_E_2_86/3 ,1
55,1/mask/2_Mu_NT_HW_g_E_2_86/4 ,1
56,1/mask/2_Mu_NT_HW_g_E_2_86/5 ,1
57,1/mask/2_Mu_NT_HW_g_E_2_86/6 ,1
58,1/mask/2_Mu_NT_HW_g_E_2_86/7 ,1
59,1/mask/2_Mu_NT_HW_g_E_2_86/8 ,1
60,1/mask/2_Mu_NT_HW_g_E_2_86/9 ,1
61,1/mask/2_Mu_NT_HW_g_E_2_86/10 ,1
62,1/mask/2_Mu_NT_HW_g_E_2_86/11 ,1
63,1/mask/2_Mu_NT_HW_g_E_2_86/12 ,1
64,1/mask/2_Mu_NT_HW_g_E_2_86/13 ,1
65,1/mask/2_Mu_NT_HW_g_E_2_86/14 ,1
66,1/mask/2_Mu_NT_HW_g_E_2_86/15 ,1
67,1/mask/2_Mu_NT_HW_g_E_2_86/16 ,1
68,1/mask/2_Mu_NT_HW_g_E_2_86/17 ,1
69,1/mask/2_Mu_NT_HW_g_E_2_86/18 ,1
70,1/mask/2_Mu_NT_HW_g_E_2_86/19 ,1
71,1/mask/2_Mu_NT_HW_g_E_2_86/20 ,1
72,1/mask/2_Mu_NT_HW_g_E_2_86/21 ,1
73,1/mask/2_Mu_NT_HW_g_E_2_86/22 ,1
74,1/mask/2_Mu_NT_HW_g_E_2_86/23 ,1
75,1/mask/2_Mu_NT_HW_g_E_2_86/24 ,1
