sno,name,label
0,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id40_s2_75.png,1
1,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id76_s0_45.png,1
2,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id80_s0_135.png,1
3,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id40_s4_107.png,1
4,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id102_s0_105.png,1
5,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id106_s0_150.png,1
6,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id20_s0_90.png,1
7,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id63_s0_120.png,1
8,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id54_s0_120.png,1
9,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id99_s1_120.png,1
10,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id47_s3_120.png,1
11,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id86_s0_30.png,1
12,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/FT720P_id4_s0_15.png,1
13,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/AAE5573GP98K_id159_s0_137.png,1
14,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id92_s0_105.png,1
15,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/HUAWEIP7L_id122_s0_150.png,1
16,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id109_s0_60.png,1
17,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id93_s0_90.png,1
18,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id94_s0_23.png,1
19,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id47_s2_131.png,1
20,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id72_s0_15.png,1
21,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id36_s0_120.png,1
22,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id66_s0_15.png,1
23,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id97_s1_94.png,1
24,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/FT720P_id3_s0_135.png,1
25,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id87_s0_90.png,1
26,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id33_s1_120.png,1
27,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id47_s1_151.png,1
28,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id97_s1_139.png,1
29,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/IPHONE8B_id7_s2_60.png,1
30,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id96_s0_60.png,1
31,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id47_s3_45.png,1
32,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id69_s0_150.png,1
33,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id18_s0_45.png,1
34,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id38_s0_105.png,1
35,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id22_s0_38.png,1
36,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id92_s0_30.png,1
37,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/FT720P_id3_s1_124.png,1
38,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id46_s0_266.png,1
39,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id33_s0_131.png,1
40,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id99_s1_60.png,1
41,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/FT720P_id8_s0_75.png,1
42,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id25_s0_60.png,1
43,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id34_s0_47.png,1
44,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id41_s1_90.png,1
45,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/IPHONE8B_id3_s2_30.png,1
46,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id25_s0_75.png,1
47,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id47_s0_15.png,1
48,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id30_s1_113.png,1
49,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/FT720P_id8_s0_60.png,1
50,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id99_s1_75.png,1
51,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id22_s0_126.png,1
52,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/FT720P_id8_s1_105.png,1
53,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id45_s2_90.png,1
54,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id28_s0_76.png,1
55,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id105_s0_15.png,1
56,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/HUAWEIP7L_id122_s0_45.png,1
57,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id96_s0_75.png,1
58,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id15_s0_90.png,1
59,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/YOUTUBE_id101_s0_45.png,1
60,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/IPHONE8B_id7_s2_75.png,1
61,../csv_dataset_builder/LCC_FASD/LCC_FASD_training/real/FT720P_id3_s0_120.png,1
